,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
5940,Eva,2015-12-19,"Chicago, IL",within an hour,100%,1,Albany Park,"['email', 'phone']",t,1,Neighborhood highlights,North Center,8,1,1 private bath,"[""Shower gel"", ""Pocket wifi"", ""Refrigerator"", ""First aid kit"", ""Stainless steel oven"", ""Self check-in"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Coffee"", ""Lock on bedroom door"", ""Shampoo"", ""Samsung stainless steel gas stove"", ""Crib"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""TV"", ""Outdoor furniture"", ""Central air conditioning"", ""Pack \u2019n play/Travel crib"", ""Game console"", ""Clothing storage: closet"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Fast wifi \u2013 794 Mbps"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Shared backyard \u2013 Not fully fenced"", ""Private living room"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Free driveway parking on premises \u2013 1 space"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Blender"", ""Freezer"", ""Park view"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-09-25,2024-09-15,R23000108019,0,51767459,98.0,8.0,41.94439209999999,-87.6878702,4.0,1.0,2.0,2.0,152.0,3.0,28,3.0,1125.0,19,49,78,78,37.0,37.0,4.0,4.84,4.92,5.0,4.92,5.0,4.95,4.89,3.09
5945,Jorge,2012-08-07,"Tulum, Mexico",within a few hours,100%,0,South Chicago,"['email', 'phone']",t,1,No specified,South Chicago,4,1,1 bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Heating"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water""]",t,2023-10-30,2024-04-11,Without license,0,3186645,79.0,21.0,41.9,-87.5516871316982,2.0,1.4,1.5,2.1,100.0,32.0,60,32.0,60.0,0,7,7,7,2.0,2.0,0.0,4.8,5.0,4.5,5.0,4.9,4.5,4.5,0.19
5949,Zaine Lizandra,2019-05-08,"Chicago, IL",within an hour,100%,0,McKinley Park,"['email', 'phone']",t,1,Neighborhood highlights,Mckinley Park,4,1,2 shared baths,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Free dryer \u2013 In unit"", ""Aga Marvel induction stove"", ""Exterior security cameras on property"", ""Garden view"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Cleaning available during stay"", ""Hangers"", ""Patio or balcony"", ""Long term stays allowed"", ""Central air conditioning"", ""Outdoor dining area"", ""Body soap"", ""Theme room"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV with standard cable"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Free parking garage on premises \u2013 2 spaces"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-10-20,2024-09-09,R21000063925,1,260588213,99.0,27.0,41.8259969652096,-87.66915103230994,1.0,2.0,1.0,1.0,33.0,2.0,365,2.0,1125.0,10,29,59,334,20.0,20.0,4.0,4.75,4.95,4.75,5.0,5.0,4.8,4.9,1.8
5964,Luis,2014-12-13,"Chicago, IL",within an hour,100%,0,West Town,"['email', 'phone']",t,1,Neighborhood highlights,West Town,4,1,1 shared bath,"[""Refrigerator"", ""First aid kit"", ""Wifi"", ""Central heating"", ""Lock on bedroom door"", ""Oven"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Essentials"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Blender"", ""Host greets you"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2024-01-01,2024-09-08,R23000108422,0,24798233,94.0,1.0,41.9023923355802,-87.69367615063454,2.0,1.0,1.0,1.0,75.0,2.0,365,2.0,365.0,0,0,0,74,10.0,10.0,1.0,5.0,5.0,4.9,5.0,5.0,4.9,5.0,1.15
5966,Larissa,2015-10-17,"Chicago, IL",within a few hours,100%,1,Sheffield & DePaul,"['email', 'phone', 'work_email']",t,1,No specified,Lincoln Park,8,1,1 bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Pets allowed"", ""Heating"", ""Dryer"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Long term stays allowed"", ""Lockbox"", ""Clothing storage: closet"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Trash compactor"", ""Extra pillows and blankets"", ""Blender"", ""Sauna"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-10-10,2024-06-01,R24000114558,0,46809343,96.0,2.0,41.93021,-87.65682,1.0,1.0,1.0,1.0,94.0,2.0,365,2.0,365.0,0,0,0,105,5.0,5.0,0.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,0.44
5968,Deidra,2015-10-07,"Oak Park, IL",within an hour,100%,0,Washington Park,"['email', 'phone']",t,1,Neighborhood highlights,Washington Park,1,1,2 shared baths,"[""Refrigerator"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Cleaning available during stay"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Clothing storage"", ""TV"", ""Paid dryer \u2013 In building"", ""Air conditioning"", ""Patio or balcony"", ""Outdoor furniture"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Body soap"", ""Paid washer \u2013 In building"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-10-31,2024-08-30,R23000109203,0,45957293,91.0,9.0,41.78697163846805,-87.61723401970515,2.0,2.0,1.0,1.0,53.0,3.0,730,3.0,730.0,13,31,61,240,26.0,26.0,2.0,4.92,4.96,4.92,4.92,4.96,4.9,4.88,2.41
5975,Jesse,2023-09-13,"Chicago, IL",within an hour,100%,0,Garfield Park,"['email', 'phone']",t,1,No specified,West Garfield Park,1,1,1 shared bath,"[""First aid kit"", ""Radiant heating"", ""Wifi"", ""Pets allowed"", ""Dove body soap"", ""Dining table"", ""Lock on bedroom door"", ""Cleaning available during stay"", ""Private patio or balcony"", ""Free parking on premises"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Outdoor dining area"", ""Smoking allowed"", ""Bed linens"", ""Cleaning products"", ""Essentials"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Trash compactor"", ""Host greets you"", ""Portable heater"", ""Park view"", ""Kitchen"", ""Hot water""]",t,2024-03-18,2024-06-10,R23000109521,1,536954762,88.0,3.0,41.87546995140232,-87.72333260625601,2.0,1.4,1.5,2.1,448.0,2.0,30,3.0,1125.0,17,45,75,75,3.0,3.0,0.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,0.49
5995,Ebony,2012-06-18,"Chicago, IL",within a day,100%,1,Woodlawn,"['email', 'phone']",t,1,Neighborhood highlights,Woodlawn,4,1,1 private bath,"[""Refrigerator"", ""Backyard"", ""Wifi"", ""Heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Body soap"", ""Washer"", ""Coffee maker"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Host greets you"", ""Kitchen"", ""Cooking basics"", ""Exercise equipment: stationary bike, treadmill""]",t,2023-10-07,2024-07-28,R23000108645,0,2672672,96.0,7.0,41.78348,-87.60984,2.0,1.0,1.0,1.0,65.0,2.0,365,2.0,365.0,8,30,60,239,12.0,12.0,0.0,4.92,4.92,4.75,4.92,5.0,4.5,4.83,1.04
5998,Sean,2016-05-08,"Chicago, IL",within an hour,100%,1,Lake View,"['email', 'phone']",t,1,No specified,Lake View,1,1,1 shared bath,"[""Shower gel"", ""Bidet"", ""Refrigerator"", ""Radiant heating"", ""Self check-in"", ""Dishwasher"", ""50 inch HDTV with Chromecast, Netflix"", ""Coffee"", ""Lock on bedroom door"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Bathtub"", ""Clothing storage"", ""Lockbox"", ""Paid dryer \u2013 In building"", ""Rice maker"", ""Hot water kettle"", ""Paid washer \u2013 In building"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Fast wifi \u2013 528 Mbps"", ""Smoke alarm"", ""Gas stove"", ""Blender"", ""Freezer"", ""Baking sheet"", ""Coffee maker: french press"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-10-31,2024-08-29,R24000113581,0,71027038,100.0,1.0,41.94780311532144,-87.66456720659262,1.0,1.0,1.0,1.0,72.0,3.0,14,3.7,1125.0,8,34,64,339,29.0,29.0,3.0,5.0,5.0,4.93,4.97,4.93,5.0,4.86,2.69
6010,Audriana,2023-08-22,No location,Not defined,0%,0,Auburn Gresham,['phone'],f,1,No specified,Auburn Gresham,1,1,1 bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Smoking allowed"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm""]",t,31/12/2030,31/12/2030,R98754321066,0,533341295,96.0,1.0,41.9,-87.64763087476372,2.0,1.0,1.0,1.0,196.0,32.0,365,32.0,365.0,29,59,89,269,0.0,0.0,0.0,4.8,4.91,4.9,4.8,4.91,4.9,4.8,2.22
6011,Angelica Jose,2023-09-19,"Chicago, IL",within an hour,100%,0,Logan Square,"['email', 'phone']",t,1,Neighborhood highlights,Logan Square,1,1,1 shared bath,"[""Refrigerator"", ""First aid kit"", ""Single oven"", ""Wifi"", ""Self check-in"", ""Central heating"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Hangers"", ""Lockbox"", ""Long term stays allowed"", ""Central air conditioning"", ""Clothing storage: closet"", ""Free washer \u2013 In building"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Theme room"", ""Conditioner"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Smoke alarm"", ""Free street parking"", ""HDTV"", ""Indoor fireplace"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2023-11-26,2024-08-24,R23000110992,0,537923430,96.0,3.0,41.929637573428806,-87.69274389329574,2.0,1.4,1.5,2.1,196.0,1.0,30,2.0,30.0,1,1,2,2,22.0,22.0,2.0,4.5,4.59,4.9,4.91,4.91,4.73,4.8,2.22
6017,Luiz,2018-10-13,"Chicago, IL",within an hour,100%,0,Garfield Park,"['email', 'phone']",t,1,Neighborhood highlights,East Garfield Park,1,1,1 bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Carbon monoxide alarm""]",t,2023-10-07,2024-08-01,R21000070719,1,220441747,99.0,11.0,41.87265,-87.69452,2.0,1.0,1.0,1.0,42.0,2.0,30,2.0,1125.0,22,52,82,157,21.0,21.0,0.0,4.67,4.81,4.57,4.81,4.81,4.9,4.67,1.82
6031,Pablo,2011-06-19,"Chicago, IL",within an hour,100%,1,Uptown,"['email', 'phone']",t,1,No specified,Uptown,8,1,1 private bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Cleaning available during stay"", ""Sound system"", ""Hangers"", ""Wine glasses"", ""Private entrance"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Patio or balcony"", ""Central air conditioning"", ""Outdoor furniture"", ""Paid parking off premises"", ""Long term stays allowed"", ""Lockbox"", ""Outdoor dining area"", ""Washer"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Mini fridge"", ""Kitchenette"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Private living room"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Indoor fireplace"", ""Board games"", ""Beach essentials"", ""Freezer"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,R22000088593,1,720660,99.0,3.0,41.96036,-87.65732,3.0,1.0,1.0,2.0,64.0,2.0,365,2.0,1125.0,3,6,10,41,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.36
6046,Yongze,2021-05-10,"Chicago, IL",within an hour,100%,0,McKinley Park,"['email', 'phone']",t,1,Neighborhood highlights,Mckinley Park,1,1,2 baths,"[""Refrigerator"", ""First aid kit"", ""AEG stainless steel gas stove"", ""Wifi"", ""Self check-in"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Smart lock"", ""Dining table"", ""Lock on bedroom door"", ""Clothing storage: dresser"", ""43 inch HDTV with Fire TV"", ""Long term stays allowed"", ""Central air conditioning"", ""Hot water kettle"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Cleaning products"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Stainless steel double oven"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-11-20,2024-08-23,R22000086858,1,400968782,98.0,11.0,41.83512,-87.66754,2.0,2.0,1.0,1.0,41.0,1.0,365,2.0,1125.0,27,57,87,267,14.0,14.0,1.0,4.8,4.9,4.9,4.79,4.9,4.57,4.8,1.39
6047,Ebony,2012-06-18,"Chicago, IL",within a day,100%,1,Woodlawn,"['email', 'phone']",t,1,Neighborhood highlights,Woodlawn,4,1,1 private bath,"[""Refrigerator"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Free parking on premises"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Lockbox"", ""Dishes and silverware"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Host greets you"", ""Kitchen"", ""Hot water""]",t,2023-10-09,2024-08-01,R23000108654,0,2672672,96.0,7.0,41.782341790707584,-87.60781526853825,2.0,1.0,1.0,1.0,65.0,32.0,32,32.0,32.0,5,33,63,242,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.43
6050,Alexis,2017-02-12,"Chicago, IL",within an hour,83%,0,West Englewood,['phone'],t,1,No specified,West Englewood,4,1,1.5 baths,"[""Refrigerator"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Stove"", ""Lock on bedroom door"", ""Hangers"", ""Oven"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""Air conditioning"", ""Washer"", ""Smoking allowed"", ""Dishes and silverware"", ""Bed linens"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Free street parking"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-08-02,2024-08-02,Without license,0,116130012,96.0,15.0,41.78684,-87.66199,1.0,1.5,1.0,1.0,26.0,32.0,365,32.0,365.0,30,60,90,269,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.64
6057,Lee,2017-05-30,"Chicago, IL",within a few hours,75%,0,Irving Park,['phone'],t,1,Neighborhood highlights,Irving Park,1,1,1 bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""Dishes and silverware"", ""Essentials"", ""Wifi"", ""Pets allowed"", ""TV"", ""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Carbon monoxide alarm""]",t,2024-01-24,2024-08-12,R23000110618,0,132721526,75.0,1.0,41.95090889098402,-87.70189196460295,2.0,1.0,1.0,1.0,164.0,1.0,10,2.0,10.0,30,60,90,269,5.0,5.0,0.0,5.0,5.0,4.8,4.8,5.0,4.8,4.4,0.63
6061,Teasia,2023-09-08,No location,Not defined,0%,0,Burnside,['phone'],f,1,No specified,Burnside,1,1,1 bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Smoking allowed"", ""Free parking on premises"", ""Wifi"", ""Pets allowed"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",t,31/12/2030,31/12/2030,R19971995181,0,536176286,96.0,1.0,41.9,-87.59848944004379,2.0,1.0,1.0,1.0,180.0,32.0,120,32.0,120.0,30,60,90,269,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.82,4.9,4.8,1.16
6065,Bella And Ben,2019-08-13,"Chicago, IL",within an hour,90%,0,West Town,['phone'],t,0,No specified,Edgewater,1,1,1 shared bath,"[""Shower gel"", ""Paid parking on premises"", ""Pocket wifi"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Portable fans"", ""Wifi"", ""Dishwasher"", ""Self check-in"", ""Heating"", ""Dryer"", ""Stove"", ""Babysitter recommendations"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Private entrance"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Outdoor furniture"", ""Long term stays allowed"", ""Lockbox"", ""Hot water kettle"", ""Washer"", ""Body soap"", ""Mosquito net"", ""Changing table"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Board games"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-10-05,2024-04-08,R24000114260,0,285452381,96.0,5.0,41.98684855021581,-87.66484743281191,1.0,1.4,1.5,2.1,93.0,2.0,365,2.0,365.0,0,0,0,0,5.0,5.0,0.0,4.8,4.9,5.0,4.9,4.9,4.6,4.8,0.43
6068,Felipe,2016-01-09,"Chicago, IL",within a few hours,86%,0,Norwood Park,"['email', 'phone', 'work_email']",t,1,No specified,Norwood Park,4,1,1 shared bath,"[""Shower gel"", ""First aid kit"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Noise decibel monitors on property"", ""Exterior security cameras on property"", ""Fire pit"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Bed linens"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Kitchen""]",t,31/12/2030,31/12/2030,Without license,0,53976734,96.0,1.0,41.98972,-87.7,4.0,1.0,3.0,2.0,52.0,32.0,365,32.0,365.0,1,31,60,60,0.0,0.0,0.0,4.8,4.9,4.9,4.8,4.71,4.9,4.8,1.98
6073,Eduardo,2020-03-21,No location,within an hour,100%,0,Bridgeport,"['email', 'phone']",t,1,No specified,Bridgeport,4,1,2 shared baths,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Coffee maker: pour-over coffee"", ""Dryer"", ""Stove"", ""Exterior security cameras on property"", ""Smart lock"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Bread maker"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Clothing storage"", ""Patio or balcony"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Hot water kettle"", ""Outdoor dining area"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""TV with standard cable"", ""Smoke alarm"", ""Free street parking"", ""Freezer"", ""Baking sheet"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2024-05-22,2024-08-16,R22000077560,0,342199553,99.0,9.0,41.827661297812185,-87.65106878476402,2.0,2.0,1.0,1.0,162.9,1.0,365,2.0,365.0,3,33,63,338,10.0,10.0,0.0,4.8,4.8,4.6,4.8,4.9,4.9,4.5,2.52
6075,Danica,2017-10-25,"Chicago, IL",within an hour,100%,0,Lake View,"['email', 'phone']",t,1,No specified,Lake View,1,1,2 baths,"[""Smoke alarm"", ""Hangers"", ""Bed linens"", ""Bathtub"", ""Wifi"", ""Self check-in"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Central heating"", ""Smart lock"", ""Kitchen"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water""]",t,2024-04-08,2024-08-11,R23000102474,1,156234656,99.0,8.0,41.93462,-87.66007,2.0,1.4,1.5,2.1,185.0,2.0,365,2.0,365.0,0,0,0,0,7.0,7.0,0.0,4.8,4.9,4.9,4.86,4.9,4.57,4.8,1.29
6077,Anny,2016-06-06,"Chicago, IL",within a few hours,96%,0,West Town/Noble Square,"['email', 'phone']",t,0,No specified,West Town,1,1,1 bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""Free street parking"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Exterior security cameras on property"", ""Kitchen"", ""Dedicated workspace"", ""Washer""]",t,2023-10-17,2024-08-23,R23000101450,0,76133827,96.0,8.0,41.89583,-87.66239,2.0,1.0,1.0,1.0,81.0,1.0,365,2.0,365.0,2,26,56,236,14.0,14.0,1.0,4.79,4.79,4.93,4.79,4.79,4.9,4.71,1.25
6082,Victor,2017-04-30,"Niles, IL",within an hour,100%,1,Pulaski Park,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Norwood Park,4,1,1 bath,"[""Refrigerator"", ""BBQ grill"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Hangers"", ""Oven"", ""Bathtub"", ""TV"", ""Air conditioning"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2023-10-22,2024-08-01,R21000062930,0,128265803,96.0,34.0,41.99570185838949,-87.7,1.0,1.0,1.0,1.0,47.0,2.0,365,2.0,365.0,0,15,45,319,15.0,15.0,0.0,4.73,4.8,4.73,4.53,4.8,4.87,4.8,1.36
6083,Kymari,2023-03-04,No location,Not defined,0%,0,West Englewood,['phone'],t,1,No specified,West Englewood,4,1,1 bath,"[""Lock on bedroom door"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""Pets allowed"", ""Fire extinguisher"", ""TV"", ""Air conditioning"", ""Exercise equipment"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm"", ""Washer""]",t,31/12/2030,31/12/2030,R76543290123,0,503881110,96.0,1.0,41.77596783399599,-87.67551921412655,2.0,1.0,1.0,1.0,175.0,32.0,365,32.0,365.0,29,59,89,269,0.0,0.0,0.0,4.8,4.8,4.9,4.8,5.0,4.9,4.8,1.24
