,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
23830,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-07-28,2024-07-28,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,2.0,324.0,1.0,365,1.0,1125.0,27,53,83,263,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5
23833,Pablo,2016-03-01,"Mexico City, Mexico",within an hour,99%,1,Polanco,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,22,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-05-16,2024-08-30,Without license,1,61030249,99.0,7.3,19.4325716,-99.1909073,1.0,1.0,1.0,1.0,228.0,1.0,90,1.1,90.0,28,46,46,46,12.0,12.0,2.0,4.83,4.75,4.67,4.83,4.83,5.0,4.83,2.71
23834,Pablo,2016-03-01,"Mexico City, Mexico",within an hour,99%,1,Polanco,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,22,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-05-15,2024-08-20,Without license,1,61030249,99.0,7.3,19.4325716,-99.1909073,1.0,1.0,1.0,1.0,285.0,1.0,90,1.1,1125.0,28,46,46,46,7.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.57
23835,Pablo,2016-03-01,"Mexico City, Mexico",within an hour,99%,1,Polanco,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,22,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,61030249,99.0,7.3,19.43336996700633,-99.19025813944349,1.0,1.0,1.0,1.0,228.0,1.0,90,1.1,1125.0,28,46,46,46,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,1.18
23842,Pablo,2016-03-01,"Mexico City, Mexico",within an hour,99%,1,Polanco,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,22,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-07-06,2024-07-06,Without license,1,61030249,99.0,7.3,19.4325716,-99.1909073,1.0,1.0,1.0,1.0,228.0,1.0,90,1.1,1125.0,29,47,47,47,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.37
23844,Pablo,2016-03-01,"Mexico City, Mexico",within an hour,99%,1,Polanco,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,22,2,1 shared bath,"[""Iron"", ""Elevator"", ""Wifi"", ""Paid washer \u2013 In building"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Gas stove"", ""Dishes and silverware"", ""Mosquito net"", ""Ethernet connection"", ""Self check-in"", ""40 inch HDTV with Roku"", ""Portable fans"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Oven"", ""Paid parking off premises"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Safe"", ""Fire extinguisher"", ""Clothing storage"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Portable heater"", ""Hair dryer"", ""Microwave""]",t,2024-07-01,2024-07-01,Without license,1,61030249,99.0,7.3,19.4325716,-99.1909073,1.0,1.0,1.0,1.0,399.0,1.0,90,1.1,1125.0,26,44,44,44,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.34
23848,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Resort access"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,0.0,324.0,1.0,365,1.0,1125.0,15,45,75,248,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,3.71
23863,Cinthya,2015-11-23,"Mexico City, Mexico",Not defined,0%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuajimalpa de Morelos,49,2,2 shared baths,"[""Free parking on premises"", ""Washer"", ""TV"", ""Wifi"", ""Paid parking on premises"", ""Kitchen"", ""Exterior security cameras on property"", ""Dedicated workspace""]",t,31/12/2030,31/12/2030,Without license,1,49717629,96.3,2.0,19.367658468933048,-99.2,2.0,2.0,3.0,4.0,1440.0,1.0,365,1.0,365.0,30,60,90,270,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.57,4.9,4.8,1.84
23898,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,4.0,324.0,1.0,365,1.0,1125.0,30,60,90,270,0.0,0.0,0.0,4.8,4.6,4.9,4.8,5.0,4.9,4.8,0.34
23900,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Wifi"", ""Paid washer \u2013 In building"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""55 inch HDTV with standard cable, Netflix"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Housekeeping available from 11:00 AM to 6:00 PM, every day - available at extra cost"", ""Luggage dropoff allowed"", ""Coffee"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Portable heater"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,0.0,0.0,324.0,1.0,365,1.0,1125.0,30,60,90,270,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.73
23901,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3631,-99.15096,1.0,1.0,1.0,2.0,324.0,1.0,365,1.0,1125.0,30,60,90,270,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.73
23902,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-08-16,2024-08-16,Without license,1,94011901,99.0,7.3,19.364539118618225,-99.15008250196595,1.0,1.0,1.0,4.0,324.0,1.0,365,1.0,1125.0,29,59,89,269,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.73
23928,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,4.0,324.0,1.0,365,1.0,1125.0,30,60,90,270,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.86,4.9,4.8,1.89
23931,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Resort access"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,4.0,324.0,1.0,365,1.0,1125.0,14,41,71,251,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.86,4.9,4.8,1.89
23932,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.36364,-99.15074,1.0,1.0,1.0,4.0,324.0,1.0,365,1.0,1125.0,30,60,90,270,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.86,4.9,4.8,1.89
23936,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,40,2,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-08-25,2024-09-14,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,1.0,324.0,1.0,365,1.0,1125.0,30,59,89,269,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.87
23937,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,40,2,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,1.0,324.0,1.0,365,1.0,1125.0,26,55,85,265,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.69
23962,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Oven"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,4.0,324.0,1.0,365,1.0,1125.0,30,44,74,254,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.9,4.9,4.8,1.0
23963,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-09-08,2024-09-08,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,0.0,324.0,1.0,365,1.0,1125.0,28,58,88,268,1.0,1.0,1.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,1.0
23969,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,No specified,Benito Juárez,19,2,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Elevator"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Resort access"", ""Exercise equipment"", ""Building staff"", ""Blender"", ""Portable fans"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Air conditioning"", ""Trash compactor"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,4.0,324.0,1.0,365,1.0,1125.0,27,57,87,267,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.9,4.9,4.8,0.87
