,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
23182,Andaz Mexico City,2023-11-15,No location,within a day,50%,0,Not specified,['phone'],t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,1 bath,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,546670717,100.0,12.0,19.408296506298537,-99.16785688309366,4.0,1.0,1.0,2.0,1058.0,1.0,365,1.0,166.8,22,49,79,86,0.0,0.0,0.0,4.8,4.92,4.9,4.8,4.9,4.9,4.8,0.38
23193,Andaz Mexico City,2023-11-15,No location,within a day,50%,0,Not specified,['phone'],t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,2 baths,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,546670717,100.0,12.0,19.408468060506884,-99.16802972382727,2.9,2.0,2.0,4.0,1058.0,1.0,365,1.0,166.8,22,49,79,86,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.34
23194,Andaz Mexico City,2023-11-15,No location,within a day,50%,0,Not specified,['phone'],t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,3 baths,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,546670717,100.0,12.0,19.407306781383625,-99.16810295496327,2.9,3.0,3.0,6.0,1058.0,1.0,365,1.0,166.8,0,0,0,0,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.34
23197,Andaz Mexico City,2023-11-15,No location,within a day,50%,0,Not specified,['phone'],t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,4 baths,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,546670717,100.0,12.0,19.40875319263064,-99.1699154765684,2.9,1.4,1.4,1.8,1058.0,1.0,365,1.0,166.8,0,0,0,0,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.8,4.9,4.8,1.01
23198,Andaz Mexico City,2023-11-15,No location,within a day,50%,0,Not specified,['phone'],t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,1 bath,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,546670717,100.0,12.0,19.40696,-99.16785,3.0,1.4,1.0,1.8,1058.0,1.0,365,1.0,2.6,21,48,78,85,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.8,4.9,4.8,1.01
23199,Andaz Mexico City,2023-11-15,No location,within a day,50%,0,Not specified,['phone'],t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,1 bath,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,546670717,100.0,12.0,19.40727,-99.16966,3.0,1.0,1.0,2.0,1058.0,1.0,365,1.0,2.6,22,49,79,86,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.8,4.9,4.8,1.01
24761,Aishat,2023-11-28,No location,within an hour,100%,0,Colonia Centro,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,548579186,100.0,8.0,19.43511,-99.14708,6.0,2.0,2.0,2.0,1058.0,1.0,365,1.0,262.5,24,44,69,69,0.0,0.0,0.0,4.8,4.73,4.9,4.8,4.9,4.9,4.8,2.84
24762,Aishat,2023-11-28,No location,within an hour,100%,0,Colonia Centro,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,548579186,100.0,8.0,19.43673,-99.14705,6.0,2.0,2.0,2.0,1058.0,1.0,365,1.0,262.5,24,44,69,69,0.0,0.0,0.0,4.8,4.73,4.9,4.8,4.9,4.9,4.8,2.84
24763,Aishat,2023-11-28,No location,within an hour,100%,0,Colonia Centro,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,548579186,100.0,8.0,19.43542,-99.14673,6.0,2.0,2.0,2.0,1058.0,1.0,365,1.0,262.5,24,44,69,69,0.0,0.0,0.0,4.8,4.73,4.9,4.8,4.9,4.9,4.8,2.84
24764,Aishat,2023-11-28,No location,within an hour,100%,0,Colonia Centro,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,548579186,100.0,8.0,19.436714197221,-99.1468930936795,2.9,3.0,3.0,3.0,1058.0,1.0,365,1.0,262.5,24,44,69,69,0.0,0.0,0.0,4.8,4.73,4.9,4.8,4.9,4.9,4.8,2.84
24774,Aishat,2023-11-28,No location,within an hour,100%,0,Colonia Centro,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,4 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,548579186,100.0,8.0,19.43732,-99.14869,2.9,1.4,1.4,4.0,1058.0,1.0,365,1.0,262.5,24,44,69,69,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,1.5
24859,Aishat,2023-11-28,No location,within an hour,100%,0,Colonia Centro,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,548579186,100.0,8.0,19.437381360624087,-99.14895809463911,3.0,1.0,1.0,1.0,1762.0,1.0,365,1.0,262.5,24,44,69,69,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,1.0
24860,Aishat,2023-11-28,No location,within an hour,100%,0,Colonia Centro,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,548579186,100.0,8.0,19.43514,-99.14741,3.0,1.0,1.0,1.0,1762.0,1.0,365,1.0,262.5,25,45,70,70,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,1.0
24870,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.4357940711192,-99.14694717157532,3.0,1.0,1.0,2.0,1484.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.67,4.9,4.8,5.0,4.9,4.8,2.5
24871,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43727626474719,-99.14818543362988,3.0,1.0,1.0,2.0,1484.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.67,4.9,4.8,5.0,4.9,4.8,2.5
24872,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43551278142517,-99.1467341236927,3.0,1.0,1.0,2.0,1484.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.67,4.9,4.8,5.0,4.9,4.8,2.5
24873,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.4351837083852,-99.14825788677066,3.0,1.0,1.0,2.0,1484.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.67,4.9,4.8,5.0,4.9,4.8,2.5
24884,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43507,-99.14709,2.9,3.0,3.0,6.0,1058.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24885,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43550836080804,-99.14891651638165,2.9,3.0,3.0,6.0,1058.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24886,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,4 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43577,-99.14685,2.9,1.4,1.4,1.8,1058.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24887,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,4 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.435254272017296,-99.14806447771883,2.9,1.4,1.4,1.8,1058.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24888,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,4 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43512544161741,-99.14722559448803,2.9,1.4,1.4,1.8,1058.0,1.0,365,1.0,262.5,23,23,42,42,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24889,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43713,-99.14841,2.0,1.0,1.0,1.0,1484.0,1.0,365,1.0,262.5,26,26,45,45,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24890,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43723969363611,-99.1483342656205,2.0,1.0,1.0,1.0,1484.0,1.0,365,1.0,262.5,26,26,45,45,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24891,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.435173179706656,-99.14854381562876,4.0,2.0,2.0,2.0,2983.0,1.0,365,1.0,262.5,25,25,44,44,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.81
24902,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43651,-99.14757,4.0,2.0,2.0,2.0,2983.0,1.0,365,1.0,262.5,25,25,44,44,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.54
24903,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.435522126290746,-99.14687029768751,4.0,2.0,2.0,2.0,2983.0,1.0,365,1.0,262.5,25,25,44,44,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.54
24904,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.437120412156897,-99.1474261830991,6.0,3.0,3.0,3.0,1058.0,1.0,365,1.0,262.5,25,25,44,44,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.54
24905,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.435193806747083,-99.14824030050173,6.0,3.0,3.0,3.0,1058.0,1.0,365,1.0,262.5,25,25,44,44,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.54
24906,Aishat,2023-11-20,No location,within an hour,100%,0,Not specified,['phone'],t,0,"Mexico City, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Self check-in"", ""Hangers"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547380140,96.3,23.0,19.43663,-99.148,6.0,3.0,3.0,3.0,1058.0,1.0,365,1.0,262.5,25,25,44,44,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.54
